# Goxel 0.10.4			--- Brain from https://free3d.com/3d-model/brain-18357.html ---
# One line per voxel
# X Y Z RRGGBB
-12 -16 16 ffffff
-6 -16 16 ffffff
-5 -16 16 ffffff
-4 -16 16 ffffff
-14 -15 16 ffffff
-13 -15 16 fefefe
-12 -15 16 ffffff
-7 -15 16 ffffff
-6 -15 16 ffffff
-5 -15 16 fefefe
-4 -15 16 ffffff
-15 -14 16 ffffff
-14 -14 16 ffffff
-13 -14 16 ffffff
-12 -14 16 fefefe
-5 -14 16 ffffff
-4 -14 16 ffffff
-14 -13 16 ffffff
-13 -13 16 ffffff
-12 -13 16 ffffff
-5 -13 16 fefefe
-4 -13 16 ffffff
-15 -12 16 ffffff
-14 -12 16 fefefe
-13 -12 16 fefefe
-9 -12 16 ffffff
-8 -12 16 ffffff
-7 -12 16 fefefe
-6 -12 16 ffffff
-5 -12 16 ffffff
-4 -12 16 ffffff
-15 -11 16 fefefe
-14 -11 16 ffffff
-11 -11 16 fefefe
-10 -11 16 ffffff
-9 -11 16 ffffff
-8 -11 16 fefefe
-7 -11 16 ffffff
-6 -11 16 ffffff
-5 -11 16 ffffff
-4 -11 16 ffffff
-3 -11 16 ffffff
-2 -11 16 ffffff
-1 -11 16 ffffff
-15 -10 16 ffffff
-11 -10 16 fefefe
-10 -10 16 ffffff
-9 -10 16 ffffff
-8 -10 16 ffffff
-7 -10 16 ffffff
-6 -10 16 ffffff
-5 -10 16 ffffff
-4 -10 16 ffffff
-3 -10 16 fefefe
-2 -10 16 ffffff
-1 -10 16 ffffff
-16 -9 16 ffffff
-15 -9 16 fefefe
-11 -9 16 ffffff
-10 -9 16 ffffff
-9 -9 16 ffffff
-8 -9 16 ffffff
-7 -9 16 fefefe
-6 -9 16 ffffff
-5 -9 16 ffffff
-4 -9 16 ffffff
-3 -9 16 ffffff
-2 -9 16 ffffff
-1 -9 16 ffffff
-16 -8 16 ffffff
-15 -8 16 ffffff
-11 -8 16 ffffff
-10 -8 16 ffffff
-9 -8 16 ffffff
-8 -8 16 ffffff
-7 -8 16 ffffff
-5 -8 16 ffffff
-4 -8 16 ffffff
-3 -8 16 ffffff
-2 -8 16 fefefe
-1 -8 16 ffffff
-16 -7 16 ffffff
-15 -7 16 ffffff
-11 -7 16 ffffff
-10 -7 16 fefefe
-9 -7 16 ffffff
-8 -7 16 ffffff
-5 -7 16 ffffff
-4 -7 16 ffffff
-3 -7 16 fefefe
-2 -7 16 fefefe
-1 -7 16 fefefe
-16 -6 16 ffffff
-15 -6 16 ffffff
-11 -6 16 ffffff
-10 -6 16 ffffff
-9 -6 16 ffffff
-8 -6 16 ffffff
-5 -6 16 fefefe
-4 -6 16 ffffff
-3 -6 16 ffffff
-2 -6 16 ffffff
-1 -6 16 ffffff
-16 -5 16 fefefe
-15 -5 16 ffffff
-11 -5 16 ffffff
-10 -5 16 ffffff
-9 -5 16 ffffff
-8 -5 16 fefefe
-7 -5 16 ffffff
-6 -5 16 ffffff
-5 -5 16 fefefe
-4 -5 16 ffffff
-2 -5 16 ffffff
-1 -5 16 ffffff
-16 -4 16 ffffff
-15 -4 16 ffffff
-11 -4 16 ffffff
-10 -4 16 fefefe
-9 -4 16 ffffff
-8 -4 16 ffffff
-7 -4 16 ffffff
-6 -4 16 ffffff
-5 -4 16 ffffff
-4 -4 16 ffffff
-2 -4 16 fefefe
-1 -4 16 ffffff
-16 -3 16 ffffff
-11 -3 16 ffffff
-10 -3 16 ffffff
-9 -3 16 ffffff
-8 -3 16 ffffff
-7 -3 16 fefefe
-6 -3 16 ffffff
-5 -3 16 ffffff
-4 -3 16 ffffff
-1 -3 16 ffffff
-16 -2 16 ffffff
-15 -2 16 ffffff
-11 -2 16 ffffff
-10 -2 16 ffffff
-7 -2 16 fefefe
-6 -2 16 ffffff
-5 -2 16 ffffff
-4 -2 16 ffffff
-16 -1 16 ffffff
-7 -1 16 ffffff
-6 -1 16 fefefe
-5 -1 16 ffffff
-4 -1 16 ffffff
-12 -16 17 ffffff
-11 -16 17 fefefe
-5 -16 17 ffffff
-1 -16 17 ffffff
-12 -15 17 ffffff
-11 -15 17 ffffff
-7 -15 17 fefefe
-6 -15 17 ffffff
-5 -15 17 fefefe
-4 -15 17 ffffff
-14 -14 17 ffffff
-13 -14 17 ffffff
-12 -14 17 ffffff
-7 -14 17 ffffff
-6 -14 17 ffffff
-5 -14 17 ffffff
-4 -14 17 ffffff
-14 -13 17 fefefe
-13 -13 17 fefefe
-12 -13 17 ffffff
-5 -13 17 ffffff
-4 -13 17 ffffff
-15 -12 17 ffffff
-14 -12 17 ffffff
-13 -12 17 ffffff
-5 -12 17 ffffff
-4 -12 17 ffffff
-15 -11 17 ffffff
-14 -11 17 ffffff
-13 -11 17 ffffff
-7 -11 17 ffffff
-6 -11 17 ffffff
-5 -11 17 fefefe
-4 -11 17 ffffff
-15 -10 17 ffffff
-14 -10 17 ffffff
-7 -10 17 fefefe
-6 -10 17 ffffff
-5 -10 17 ffffff
-4 -10 17 ffffff
-15 -9 17 fefefe
-7 -9 17 ffffff
-6 -9 17 ffffff
-5 -9 17 ffffff
-4 -9 17 ffffff
-15 -8 17 ffffff
-14 -8 17 ffffff
-11 -8 17 ffffff
-10 -8 17 fefefe
-9 -8 17 fefefe
-8 -8 17 ffffff
-7 -8 17 ffffff
-6 -8 17 ffffff
-5 -8 17 fefefe
-4 -8 17 fefefe
-16 -7 17 ffffff
-15 -7 17 fefefe
-11 -7 17 ffffff
-10 -7 17 ffffff
-9 -7 17 ffffff
-8 -7 17 ffffff
-7 -7 17 ffffff
-6 -7 17 ffffff
-5 -7 17 ffffff
-4 -7 17 fefefe
-16 -6 17 fefefe
-15 -6 17 ffffff
-11 -6 17 ffffff
-10 -6 17 ffffff
-9 -6 17 ffffff
-7 -6 17 ffffff
-6 -6 17 ffffff
-5 -6 17 ffffff
-4 -6 17 ffffff
-16 -5 17 fefefe
-15 -5 17 ffffff
-10 -5 17 fefefe
-9 -5 17 ffffff
-7 -5 17 ffffff
-6 -5 17 ffffff
-5 -5 17 ffffff
-4 -5 17 ffffff
-16 -4 17 ffffff
-15 -4 17 ffffff
-7 -4 17 ffffff
-6 -4 17 ffffff
-5 -4 17 ffffff
-4 -4 17 ffffff
-16 -3 17 ffffff
-15 -3 17 ffffff
-7 -3 17 ffffff
-6 -3 17 ffffff
-5 -3 17 ffffff
-4 -3 17 ffffff
-16 -2 17 fefefe
-15 -2 17 ffffff
-7 -2 17 fefefe
-6 -2 17 ffffff
-5 -2 17 fefefe
-4 -2 17 ffffff
-16 -1 17 fefefe
-15 -1 17 ffffff
-7 -1 17 ffffff
-6 -1 17 ffffff
-5 -1 17 ffffff
-4 -1 17 ffffff
-12 -16 18 ffffff
-11 -16 18 ffffff
-10 -16 18 ffffff
-9 -16 18 fefefe
-7 -16 18 ffffff
-6 -16 18 fefefe
-5 -16 18 ffffff
-4 -16 18 fefefe
-1 -16 18 ffffff
-12 -15 18 ffffff
-11 -15 18 fefefe
-10 -15 18 fefefe
-9 -15 18 fefefe
-5 -15 18 ffffff
-4 -15 18 fefefe
-1 -15 18 ffffff
-14 -14 18 fefefe
-13 -14 18 ffffff
-12 -14 18 fefefe
-11 -14 18 ffffff
-7 -14 18 fefefe
-6 -14 18 ffffff
-5 -14 18 fefefe
-4 -14 18 ffffff
-14 -13 18 ffffff
-13 -13 18 ffffff
-12 -13 18 ffffff
-7 -13 18 ffffff
-6 -13 18 ffffff
-5 -13 18 ffffff
-4 -13 18 ffffff
-14 -12 18 ffffff
-13 -12 18 fefefe
-12 -12 18 ffffff
-7 -12 18 fefefe
-6 -12 18 fefefe
-5 -12 18 ffffff
-4 -12 18 ffffff
-14 -11 18 fefefe
-13 -11 18 ffffff
-12 -11 18 fefefe
-7 -11 18 ffffff
-6 -11 18 ffffff
-5 -11 18 ffffff
-4 -11 18 ffffff
-14 -10 18 fefefe
-5 -10 18 ffffff
-4 -10 18 fefefe
-14 -9 18 ffffff
-5 -9 18 ffffff
-4 -9 18 ffffff
-15 -8 18 ffffff
-14 -8 18 ffffff
-13 -8 18 ffffff
-12 -8 18 ffffff
-6 -8 18 fefefe
-5 -8 18 ffffff
-4 -8 18 ffffff
-15 -7 18 ffffff
-14 -7 18 ffffff
-7 -7 18 fefefe
-6 -7 18 ffffff
-5 -7 18 ffffff
-4 -7 18 ffffff
-15 -6 18 fefefe
-7 -6 18 ffffff
-6 -6 18 ffffff
-5 -6 18 ffffff
-4 -6 18 ffffff
-15 -5 18 fefefe
-6 -5 18 ffffff
-5 -5 18 ffffff
-4 -5 18 fefefe
-16 -4 18 ffffff
-15 -4 18 ffffff
-14 -4 18 ffffff
-6 -4 18 ffffff
-5 -4 18 ffffff
-4 -4 18 ffffff
-16 -3 18 ffffff
-15 -3 18 ffffff
-7 -3 18 ffffff
-6 -3 18 ffffff
-5 -3 18 ffffff
-4 -3 18 ffffff
-16 -2 18 fefefe
-15 -2 18 fefefe
-7 -2 18 ffffff
-6 -2 18 ffffff
-5 -2 18 fefefe
-4 -2 18 ffffff
-15 -1 18 ffffff
-7 -1 18 ffffff
-6 -1 18 ffffff
-5 -1 18 fefefe
-4 -1 18 ffffff
-11 -16 19 ffffff
-10 -16 19 ffffff
-9 -16 19 ffffff
-7 -16 19 fefefe
-6 -16 19 ffffff
-5 -16 19 fefefe
-4 -16 19 ffffff
-3 -16 19 ffffff
-2 -16 19 ffffff
-1 -16 19 ffffff
-11 -15 19 fefefe
-10 -15 19 fefefe
-9 -15 19 ffffff
-5 -15 19 ffffff
-4 -15 19 ffffff
-2 -15 19 ffffff
-1 -15 19 ffffff
-12 -14 19 fefefe
-11 -14 19 ffffff
-7 -14 19 ffffff
-6 -14 19 ffffff
-5 -14 19 ffffff
-4 -14 19 ffffff
-1 -14 19 fefefe
-12 -13 19 ffffff
-11 -13 19 ffffff
-7 -13 19 ffffff
-6 -13 19 ffffff
-5 -13 19 ffffff
-4 -13 19 ffffff
-1 -13 19 ffffff
-14 -12 19 ffffff
-13 -12 19 ffffff
-12 -12 19 ffffff
-11 -12 19 ffffff
-7 -12 19 ffffff
-6 -12 19 ffffff
-5 -12 19 ffffff
-4 -12 19 ffffff
-14 -11 19 ffffff
-13 -11 19 ffffff
-12 -11 19 ffffff
-11 -11 19 ffffff
-7 -11 19 ffffff
-6 -11 19 ffffff
-5 -11 19 ffffff
-4 -11 19 ffffff
-14 -10 19 ffffff
-13 -10 19 fefefe
-12 -10 19 ffffff
-11 -10 19 ffffff
-7 -10 19 ffffff
-6 -10 19 fefefe
-5 -10 19 ffffff
-4 -10 19 ffffff
-14 -9 19 ffffff
-13 -9 19 ffffff
-12 -9 19 ffffff
-11 -9 19 ffffff
-7 -9 19 fefefe
-6 -9 19 ffffff
-5 -9 19 ffffff
-4 -9 19 fefefe
-14 -8 19 fefefe
-13 -8 19 ffffff
-12 -8 19 ffffff
-11 -8 19 ffffff
-7 -8 19 ffffff
-6 -8 19 ffffff
-5 -8 19 ffffff
-4 -8 19 ffffff
-15 -7 19 fefefe
-14 -7 19 ffffff
-13 -7 19 ffffff
-12 -7 19 ffffff
-11 -7 19 ffffff
-7 -7 19 ffffff
-6 -7 19 ffffff
-5 -7 19 ffffff
-4 -7 19 ffffff
-14 -6 19 ffffff
-7 -6 19 ffffff
-6 -6 19 ffffff
-5 -6 19 ffffff
-4 -6 19 ffffff
-14 -5 19 fefefe
-7 -5 19 ffffff
-6 -5 19 ffffff
-5 -5 19 ffffff
-4 -5 19 fefefe
-15 -4 19 fefefe
-14 -4 19 fefefe
-12 -4 19 ffffff
-7 -4 19 ffffff
-6 -4 19 ffffff
-5 -4 19 fefefe
-4 -4 19 ffffff
-15 -3 19 ffffff
-14 -3 19 ffffff
-12 -3 19 ffffff
-7 -3 19 ffffff
-6 -3 19 ffffff
-5 -3 19 fefefe
-4 -3 19 ffffff
-15 -2 19 ffffff
-14 -2 19 ffffff
-7 -2 19 ffffff
-6 -2 19 fefefe
-5 -2 19 ffffff
-4 -2 19 ffffff
-15 -1 19 ffffff
-14 -1 19 ffffff
-7 -1 19 ffffff
-6 -1 19 ffffff
-5 -1 19 fefefe
-4 -1 19 ffffff
-9 -16 20 ffffff
-8 -16 20 ffffff
-7 -16 20 ffffff
-6 -16 20 ffffff
-5 -16 20 ffffff
-4 -16 20 fefefe
-3 -16 20 ffffff
-2 -16 20 ffffff
-1 -16 20 ffffff
-11 -15 20 fefefe
-10 -15 20 ffffff
-9 -15 20 ffffff
-8 -15 20 ffffff
-7 -15 20 ffffff
-6 -15 20 ffffff
-5 -15 20 fefefe
-4 -15 20 fefefe
-3 -15 20 ffffff
-2 -15 20 ffffff
-1 -15 20 ffffff
-11 -14 20 ffffff
-10 -14 20 ffffff
-9 -14 20 ffffff
-7 -14 20 ffffff
-6 -14 20 ffffff
-5 -14 20 ffffff
-4 -14 20 ffffff
-2 -14 20 ffffff
-1 -14 20 ffffff
-11 -13 20 ffffff
-10 -13 20 fefefe
-9 -13 20 ffffff
-7 -13 20 fefefe
-6 -13 20 ffffff
-5 -13 20 ffffff
-4 -13 20 ffffff
-1 -13 20 ffffff
-12 -12 20 ffffff
-11 -12 20 fefefe
-10 -12 20 fefefe
-6 -12 20 ffffff
-5 -12 20 ffffff
-4 -12 20 ffffff
-1 -12 20 fefefe
-12 -11 20 ffffff
-11 -11 20 ffffff
-7 -11 20 ffffff
-6 -11 20 ffffff
-5 -11 20 ffffff
-4 -11 20 ffffff
-1 -11 20 ffffff
-12 -10 20 ffffff
-11 -10 20 ffffff
-7 -10 20 ffffff
-6 -10 20 fefefe
-5 -10 20 ffffff
-4 -10 20 fefefe
-1 -10 20 ffffff
-14 -9 20 ffffff
-13 -9 20 ffffff
-12 -9 20 ffffff
-11 -9 20 ffffff
-7 -9 20 fefefe
-6 -9 20 fefefe
-5 -9 20 ffffff
-4 -9 20 ffffff
-1 -9 20 ffffff
-14 -8 20 ffffff
-13 -8 20 ffffff
-12 -8 20 ffffff
-11 -8 20 ffffff
-7 -8 20 ffffff
-6 -8 20 ffffff
-5 -8 20 ffffff
-4 -8 20 ffffff
-14 -7 20 ffffff
-13 -7 20 ffffff
-12 -7 20 ffffff
-11 -7 20 ffffff
-7 -7 20 ffffff
-6 -7 20 ffffff
-5 -7 20 ffffff
-1 -7 20 ffffff
-14 -6 20 fefefe
-13 -6 20 ffffff
-12 -6 20 fefefe
-11 -6 20 ffffff
-7 -6 20 ffffff
-6 -6 20 fefefe
-5 -6 20 ffffff
-14 -5 20 ffffff
-13 -5 20 ffffff
-12 -5 20 fefefe
-11 -5 20 ffffff
-7 -5 20 ffffff
-6 -5 20 ffffff
-5 -5 20 ffffff
-14 -4 20 ffffff
-13 -4 20 fefefe
-12 -4 20 ffffff
-11 -4 20 ffffff
-7 -4 20 ffffff
-6 -4 20 ffffff
-5 -4 20 ffffff
-4 -4 20 ffffff
-15 -3 20 ffffff
-14 -3 20 ffffff
-13 -3 20 ffffff
-12 -3 20 ffffff
-11 -3 20 fefefe
-7 -3 20 fefefe
-6 -3 20 ffffff
-5 -3 20 ffffff
-4 -3 20 fefefe
-15 -2 20 ffffff
-14 -2 20 ffffff
-13 -2 20 ffffff
-12 -2 20 ffffff
-7 -2 20 fefefe
-6 -2 20 ffffff
-5 -2 20 ffffff
-4 -2 20 ffffff
-15 -1 20 ffffff
-14 -1 20 ffffff
-13 -1 20 ffffff
-12 -1 20 ffffff
-7 -1 20 ffffff
-6 -1 20 ffffff
-5 -1 20 ffffff
-4 -1 20 ffffff
-8 -16 21 fefefe
-7 -16 21 ffffff
-6 -16 21 ffffff
-5 -16 21 ffffff
-4 -16 21 ffffff
-3 -16 21 ffffff
-9 -15 21 ffffff
-8 -15 21 ffffff
-7 -15 21 fefefe
-6 -15 21 ffffff
-5 -15 21 ffffff
-4 -15 21 ffffff
-3 -15 21 ffffff
-2 -15 21 ffffff
-1 -15 21 ffffff
-11 -14 21 ffffff
-10 -14 21 fefefe
-9 -14 21 fefefe
-8 -14 21 ffffff
-7 -14 21 ffffff
-6 -14 21 ffffff
-5 -14 21 fefefe
-4 -14 21 ffffff
-3 -14 21 fefefe
-2 -14 21 ffffff
-1 -14 21 ffffff
-11 -13 21 ffffff
-10 -13 21 ffffff
-9 -13 21 ffffff
-8 -13 21 ffffff
-7 -13 21 ffffff
-6 -13 21 fefefe
-5 -13 21 ffffff
-4 -13 21 ffffff
-3 -13 21 ffffff
-2 -13 21 ffffff
-1 -13 21 ffffff
-11 -12 21 ffffff
-10 -12 21 ffffff
-9 -12 21 ffffff
-5 -12 21 fefefe
-4 -12 21 ffffff
-3 -12 21 ffffff
-2 -12 21 ffffff
-1 -12 21 ffffff
-11 -11 21 ffffff
-10 -11 21 ffffff
-9 -11 21 ffffff
-8 -11 21 ffffff
-7 -11 21 ffffff
-6 -11 21 ffffff
-5 -11 21 ffffff
-4 -11 21 ffffff
-3 -11 21 ffffff
-2 -11 21 ffffff
-1 -11 21 ffffff
-11 -10 21 ffffff
-10 -10 21 fefefe
-9 -10 21 ffffff
-8 -10 21 ffffff
-7 -10 21 ffffff
-6 -10 21 ffffff
-5 -10 21 ffffff
-4 -10 21 ffffff
-2 -10 21 ffffff
-1 -10 21 ffffff
-12 -9 21 ffffff
-11 -9 21 ffffff
-10 -9 21 fefefe
-9 -9 21 ffffff
-8 -9 21 ffffff
-7 -9 21 ffffff
-6 -9 21 fefefe
-5 -9 21 ffffff
-4 -9 21 ffffff
-2 -9 21 ffffff
-1 -9 21 ffffff
-12 -8 21 ffffff
-11 -8 21 ffffff
-10 -8 21 ffffff
-9 -8 21 ffffff
-8 -8 21 ffffff
-5 -8 21 ffffff
-3 -8 21 ffffff
-2 -8 21 ffffff
-1 -8 21 ffffff
-12 -7 21 ffffff
-11 -7 21 fefefe
-10 -7 21 ffffff
-9 -7 21 ffffff
-8 -7 21 ffffff
-5 -7 21 ffffff
-4 -7 21 ffffff
-3 -7 21 ffffff
-2 -7 21 fefefe
-1 -7 21 ffffff
-12 -6 21 ffffff
-11 -6 21 ffffff
-5 -6 21 ffffff
-4 -6 21 fefefe
-3 -6 21 fefefe
-2 -6 21 ffffff
-1 -6 21 fefefe
-12 -5 21 ffffff
-11 -5 21 ffffff
-5 -5 21 ffffff
-3 -5 21 ffffff
-1 -5 21 ffffff
-12 -4 21 ffffff
-11 -4 21 ffffff
-7 -4 21 ffffff
-6 -4 21 ffffff
-5 -4 21 ffffff
-4 -4 21 ffffff
-1 -4 21 ffffff
-12 -3 21 ffffff
-11 -3 21 ffffff
-10 -3 21 fefefe
-9 -3 21 ffffff
-7 -3 21 ffffff
-6 -3 21 ffffff
-5 -3 21 fefefe
-4 -3 21 ffffff
-1 -3 21 ffffff
-12 -2 21 ffffff
-11 -2 21 ffffff
-9 -2 21 ffffff
-8 -2 21 ffffff
-5 -2 21 ffffff
-2 -2 21 ffffff
-1 -2 21 ffffff
-12 -1 21 ffffff
-11 -1 21 ffffff
-10 -1 21 ffffff
-9 -1 21 ffffff
-8 -1 21 fefefe
-7 -1 21 ffffff
-6 -1 21 ffffff
-5 -1 21 fefefe
-4 -1 21 fefefe
-3 -1 21 ffffff
-2 -1 21 fefefe
-1 -1 21 ffffff
-8 -15 22 fefefe
-7 -15 22 ffffff
-6 -15 22 fefefe
-5 -15 22 ffffff
-4 -15 22 fefefe
-3 -15 22 ffffff
-9 -14 22 ffffff
-8 -14 22 ffffff
-7 -14 22 ffffff
-6 -14 22 fefefe
-5 -14 22 fefefe
-4 -14 22 fefefe
-3 -14 22 fefefe
-2 -14 22 fefefe
-9 -13 22 ffffff
-8 -13 22 ffffff
-7 -13 22 ffffff
-6 -13 22 fefefe
-5 -13 22 ffffff
-4 -13 22 ffffff
-3 -13 22 ffffff
-2 -13 22 fefefe
-11 -12 22 ffffff
-10 -12 22 ffffff
-9 -12 22 fefefe
-8 -12 22 fefefe
-7 -12 22 fefefe
-6 -12 22 ffffff
-5 -12 22 ffffff
-4 -12 22 ffffff
-3 -12 22 fefefe
-2 -12 22 ffffff
-1 -12 22 ffffff
-11 -11 22 ffffff
-10 -11 22 ffffff
-9 -11 22 ffffff
-8 -11 22 ffffff
-7 -11 22 fefefe
-6 -11 22 ffffff
-5 -11 22 fefefe
-4 -11 22 ffffff
-3 -11 22 ffffff
-2 -11 22 ffffff
-1 -11 22 fefefe
-9 -10 22 fefefe
-8 -10 22 fefefe
-5 -10 22 fefefe
-4 -10 22 ffffff
-3 -10 22 ffffff
-2 -10 22 ffffff
-11 -9 22 ffffff
-10 -9 22 ffffff
-9 -9 22 fefefe
-8 -9 22 fefefe
-5 -9 22 ffffff
-4 -9 22 ffffff
-3 -9 22 ffffff
-2 -9 22 fefefe
-1 -9 22 fefefe
-11 -8 22 ffffff
-10 -8 22 fefefe
-9 -8 22 ffffff
-8 -8 22 ffffff
-5 -8 22 ffffff
-4 -8 22 ffffff
-3 -8 22 ffffff
-2 -8 22 ffffff
-1 -8 22 ffffff
-11 -7 22 ffffff
-10 -7 22 ffffff
-9 -7 22 fefefe
-8 -7 22 ffffff
-5 -7 22 ffffff
-4 -7 22 ffffff
-3 -7 22 ffffff
-2 -7 22 ffffff
-1 -7 22 ffffff
-11 -6 22 ffffff
-10 -6 22 ffffff
-9 -6 22 ffffff
-8 -6 22 ffffff
-5 -6 22 ffffff
-4 -6 22 ffffff
-3 -6 22 ffffff
-2 -6 22 ffffff
-1 -6 22 ffffff
-11 -5 22 fefefe
-10 -5 22 ffffff
-9 -5 22 ffffff
-8 -5 22 ffffff
-7 -5 22 ffffff
-5 -5 22 ffffff
-4 -5 22 ffffff
-3 -5 22 fefefe
-2 -5 22 ffffff
-1 -5 22 ffffff
-11 -4 22 fefefe
-10 -4 22 fefefe
-9 -4 22 ffffff
-8 -4 22 ffffff
-7 -4 22 ffffff
-6 -4 22 ffffff
-5 -4 22 ffffff
-4 -4 22 ffffff
-3 -4 22 ffffff
-2 -4 22 ffffff
-1 -4 22 fefefe
-11 -3 22 ffffff
-10 -3 22 ffffff
-9 -3 22 ffffff
-8 -3 22 ffffff
-7 -3 22 ffffff
-6 -3 22 ffffff
-5 -3 22 ffffff
-4 -3 22 fefefe
-3 -3 22 fefefe
-2 -3 22 ffffff
-1 -3 22 ffffff
-11 -2 22 ffffff
-10 -2 22 ffffff
-9 -2 22 ffffff
-8 -2 22 ffffff
-5 -2 22 ffffff
-4 -2 22 fefefe
-3 -2 22 ffffff
-2 -2 22 ffffff
-1 -2 22 ffffff
-11 -1 22 ffffff
-10 -1 22 ffffff
-9 -1 22 ffffff
-8 -1 22 ffffff
-7 -1 22 ffffff
-6 -1 22 ffffff
-5 -1 22 fefefe
-4 -1 22 ffffff
-3 -1 22 ffffff
-2 -1 22 ffffff
-8 -12 23 ffffff
-7 -12 23 ffffff
-6 -12 23 ffffff
-5 -12 23 fefefe
-8 -11 23 ffffff
-7 -11 23 ffffff
-6 -11 23 ffffff
-5 -11 23 fefefe
-8 -10 23 ffffff
-7 -10 23 ffffff
-6 -10 23 ffffff
-5 -10 23 ffffff
-9 -9 23 fefefe
-8 -9 23 ffffff
-7 -9 23 ffffff
-6 -9 23 ffffff
-5 -9 23 ffffff
-4 -9 23 ffffff
-3 -9 23 ffffff
-9 -8 23 ffffff
-8 -8 23 ffffff
-7 -8 23 fefefe
-6 -8 23 ffffff
-5 -8 23 ffffff
-4 -8 23 ffffff
-3 -8 23 fefefe
-9 -7 23 ffffff
-8 -7 23 fefefe
-7 -7 23 fefefe
-6 -7 23 ffffff
-5 -7 23 ffffff
-4 -7 23 fefefe
-3 -7 23 ffffff
-9 -6 23 ffffff
-8 -6 23 ffffff
-7 -6 23 ffffff
-6 -6 23 ffffff
-5 -6 23 fefefe
-4 -6 23 ffffff
-3 -6 23 ffffff
-9 -5 23 ffffff
-8 -5 23 ffffff
-7 -5 23 ffffff
-6 -5 23 ffffff
-5 -5 23 fefefe
-4 -5 23 ffffff
-3 -5 23 fefefe
-9 -4 23 fefefe
-8 -4 23 ffffff
-7 -4 23 ffffff
-6 -4 23 ffffff
-5 -4 23 ffffff
-4 -4 23 fefefe
-3 -4 23 ffffff
-9 -3 23 ffffff
-8 -3 23 ffffff
-7 -3 23 ffffff
-6 -3 23 ffffff
-5 -3 23 ffffff
-4 -3 23 ffffff
-3 -3 23 ffffff
-8 -2 23 ffffff
-7 -2 23 ffffff
-6 -2 23 fefefe
-5 -2 23 ffffff
-4 -2 23 ffffff
-3 -2 23 fefefe
-8 -1 23 ffffff
-7 -1 23 fefefe
-6 -1 23 ffffff
-5 -1 23 ffffff
-4 -1 23 ffffff
-8 -8 24 ffffff
-7 -8 24 ffffff
-8 -7 24 ffffff
-7 -7 24 ffffff
-6 -7 24 fefefe
-7 -6 24 ffffff
-6 -6 24 fefefe
-7 -5 24 ffffff
-5 -18 6 ffffff
-4 -18 6 ffffff
-3 -18 6 fefefe
-5 -17 6 ffffff
-4 -17 6 ffffff
-3 -17 6 ffffff
-8 -19 7 ffffff
-7 -19 7 fefefe
-6 -19 7 ffffff
-5 -19 7 fefefe
-4 -19 7 fefefe
-3 -19 7 ffffff
-8 -18 7 ffffff
-7 -18 7 fefefe
-6 -18 7 ffffff
-5 -18 7 ffffff
-4 -18 7 ffffff
-3 -18 7 ffffff
-2 -18 7 ffffff
-8 -17 7 ffffff
-7 -17 7 fefefe
-6 -17 7 ffffff
-5 -17 7 ffffff
-4 -17 7 fefefe
-3 -17 7 ffffff
-2 -17 7 ffffff
-8 -20 8 fefefe
-7 -20 8 ffffff
-6 -20 8 ffffff
-4 -20 8 ffffff
-3 -20 8 ffffff
-2 -20 8 fefefe
-1 -20 8 ffffff
-8 -19 8 ffffff
-7 -19 8 ffffff
-6 -19 8 ffffff
-5 -19 8 fefefe
-4 -19 8 ffffff
-3 -19 8 ffffff
-2 -19 8 fefefe
-1 -19 8 ffffff
-8 -18 8 ffffff
-7 -18 8 ffffff
-5 -18 8 fefefe
-4 -18 8 ffffff
-3 -18 8 fefefe
-2 -18 8 ffffff
-1 -18 8 fefefe
-8 -17 8 ffffff
-5 -17 8 fefefe
-3 -17 8 ffffff
-2 -17 8 ffffff
-1 -17 8 fefefe
-10 -20 9 ffffff
-9 -20 9 ffffff
-8 -20 9 ffffff
-7 -20 9 fefefe
-6 -20 9 ffffff
-5 -20 9 ffffff
-4 -20 9 fefefe
-3 -20 9 ffffff
-2 -20 9 ffffff
-1 -20 9 ffffff
-11 -19 9 fefefe
-10 -19 9 ffffff
-9 -19 9 ffffff
-8 -19 9 ffffff
-7 -19 9 ffffff
-6 -19 9 ffffff
-5 -19 9 ffffff
-4 -19 9 ffffff
-2 -19 9 ffffff
-1 -19 9 ffffff
-11 -18 9 ffffff
-10 -18 9 ffffff
-9 -18 9 fefefe
-8 -18 9 ffffff
-7 -18 9 fefefe
-6 -18 9 ffffff
-5 -18 9 ffffff
-4 -18 9 fefefe
-2 -18 9 ffffff
-1 -18 9 ffffff
-14 -17 9 ffffff
-13 -17 9 ffffff
-12 -17 9 fefefe
-11 -17 9 ffffff
-10 -17 9 ffffff
-9 -17 9 ffffff
-8 -17 9 ffffff
-5 -17 9 fefefe
-4 -17 9 fefefe
-2 -17 9 ffffff
-1 -17 9 ffffff
-9 -21 10 fefefe
-8 -21 10 ffffff
-7 -21 10 fefefe
-4 -21 10 ffffff
-3 -21 10 ffffff
-2 -21 10 ffffff
-1 -21 10 ffffff
-11 -20 10 ffffff
-10 -20 10 fefefe
-9 -20 10 fefefe
-8 -20 10 fefefe
-7 -20 10 ffffff
-6 -20 10 fefefe
-5 -20 10 ffffff
-4 -20 10 ffffff
-3 -20 10 ffffff
-2 -20 10 ffffff
-1 -20 10 ffffff
-12 -19 10 ffffff
-11 -19 10 fefefe
